index;2025;2030;2035;2040;2045;2050
246;3,46E-04;3,45E-04;3,44E-04;3,44E-04;3,43E-04;3,42E-04
247;3,51E-04;3,50E-04;3,50E-04;3,49E-04;3,48E-04;3,48E-04
248;3,55E-04;3,54E-04;3,54E-04;3,53E-04;3,52E-04;3,52E-04
249;3,49E-04;3,48E-04;3,47E-04;3,47E-04;3,46E-04;3,45E-04
250;3,34E-04;3,33E-04;3,33E-04;3,32E-04;3,32E-04;3,31E-04
251;3,16E-04;3,16E-04;3,15E-04;3,14E-04;3,14E-04;3,13E-04
252;3,03E-04;3,03E-04;3,02E-04;3,02E-04;3,01E-04;3,01E-04
253;3,00E-04;2,99E-04;2,99E-04;2,98E-04;2,98E-04;2,97E-04
254;3,06E-04;3,05E-04;3,05E-04;3,04E-04;3,04E-04;3,03E-04
255;3,11E-04;3,11E-04;3,10E-04;3,10E-04;3,09E-04;3,08E-04
256;3,11E-04;3,10E-04;3,10E-04;3,09E-04;3,09E-04;3,08E-04
257;3,14E-04;3,14E-04;3,13E-04;3,13E-04;3,12E-04;3,12E-04
258;3,19E-04;3,18E-04;3,18E-04;3,17E-04;3,16E-04;3,16E-04
259;3,23E-04;3,23E-04;3,22E-04;3,22E-04;3,21E-04;3,20E-04
260;3,29E-04;3,28E-04;3,28E-04;3,27E-04;3,27E-04;3,26E-04
261;3,34E-04;3,33E-04;3,33E-04;3,32E-04;3,32E-04;3,31E-04
262;3,39E-04;3,39E-04;3,38E-04;3,37E-04;3,37E-04;3,36E-04
263;3,46E-04;3,45E-04;3,44E-04;3,44E-04;3,43E-04;3,42E-04
264;3,50E-04;3,50E-04;3,49E-04;3,48E-04;3,48E-04;3,47E-04
265;3,55E-04;3,54E-04;3,53E-04;3,53E-04;3,52E-04;3,52E-04
266;3,59E-04;3,59E-04;3,58E-04;3,57E-04;3,57E-04;3,56E-04
267;3,63E-04;3,62E-04;3,62E-04;3,61E-04;3,60E-04;3,60E-04
268;3,66E-04;3,65E-04;3,64E-04;3,64E-04;3,63E-04;3,62E-04
269;3,69E-04;3,68E-04;3,67E-04;3,67E-04;3,66E-04;3,65E-04
270;3,71E-04;3,70E-04;3,70E-04;3,69E-04;3,68E-04;3,68E-04
271;3,73E-04;3,73E-04;3,72E-04;3,71E-04;3,70E-04;3,70E-04
272;3,74E-04;3,74E-04;3,73E-04;3,72E-04;3,72E-04;3,71E-04
273;3,74E-04;3,73E-04;3,72E-04;3,71E-04;3,71E-04;3,70E-04
274;3,70E-04;3,69E-04;3,68E-04;3,68E-04;3,67E-04;3,66E-04
275;3,62E-04;3,62E-04;3,61E-04;3,60E-04;3,60E-04;3,59E-04
276;3,56E-04;3,55E-04;3,55E-04;3,54E-04;3,53E-04;3,53E-04
277;3,50E-04;3,49E-04;3,49E-04;3,48E-04;3,47E-04;3,47E-04
278;3,46E-04;3,45E-04;3,45E-04;3,44E-04;3,44E-04;3,43E-04
279;3,45E-04;3,44E-04;3,44E-04;3,43E-04;3,42E-04;3,42E-04
280;3,49E-04;3,49E-04;3,48E-04;3,47E-04;3,47E-04;3,46E-04
281;3,51E-04;3,50E-04;3,50E-04;3,49E-04;3,48E-04;3,48E-04
282;3,54E-04;3,53E-04;3,52E-04;3,52E-04;3,51E-04;3,51E-04
283;3,57E-04;3,56E-04;3,56E-04;3,55E-04;3,54E-04;3,54E-04
284;3,59E-04;3,59E-04;3,58E-04;3,57E-04;3,57E-04;3,56E-04
285;3,62E-04;3,61E-04;3,60E-04;3,60E-04;3,59E-04;3,58E-04
286;3,65E-04;3,65E-04;3,64E-04;3,63E-04;3,63E-04;3,62E-04
287;3,68E-04;3,67E-04;3,67E-04;3,66E-04;3,65E-04;3,65E-04
288;3,71E-04;3,70E-04;3,69E-04;3,69E-04;3,68E-04;3,67E-04
289;3,74E-04;3,73E-04;3,72E-04;3,72E-04;3,71E-04;3,70E-04
290;3,76E-04;3,75E-04;3,74E-04;3,73E-04;3,73E-04;3,72E-04
291;3,77E-04;3,77E-04;3,76E-04;3,75E-04;3,75E-04;3,74E-04
292;3,78E-04;3,78E-04;3,77E-04;3,76E-04;3,75E-04;3,75E-04
293;3,80E-04;3,79E-04;3,78E-04;3,78E-04;3,77E-04;3,76E-04
294;3,81E-04;3,80E-04;3,79E-04;3,78E-04;3,78E-04;3,77E-04
295;3,82E-04;3,81E-04;3,81E-04;3,80E-04;3,79E-04;3,78E-04
296;3,80E-04;3,79E-04;3,78E-04;3,78E-04;3,77E-04;3,76E-04
297;3,65E-04;3,64E-04;3,64E-04;3,63E-04;3,62E-04;3,62E-04
298;3,54E-04;3,53E-04;3,52E-04;3,52E-04;3,51E-04;3,50E-04
299;3,40E-04;3,39E-04;3,39E-04;3,38E-04;3,37E-04;3,37E-04
300;3,27E-04;3,26E-04;3,26E-04;3,25E-04;3,25E-04;3,24E-04
301;3,16E-04;3,15E-04;3,15E-04;3,14E-04;3,14E-04;3,13E-04
302;3,13E-04;3,13E-04;3,12E-04;3,12E-04;3,11E-04;3,11E-04
303;3,17E-04;3,17E-04;3,16E-04;3,15E-04;3,15E-04;3,14E-04
304;3,24E-04;3,23E-04;3,23E-04;3,22E-04;3,22E-04;3,21E-04
